batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus
SS Tiwary,Mumbai Indians,Rajasthan Royals,Brabourne Stadium,2010-03-13,53.0,34,4,2,1,155.88235294117646,1,0,71.0,4
ST Jayasuriya,Mumbai Indians,Rajasthan Royals,Brabourne Stadium,2010-03-13,23.0,15,3,1,1,153.33333333333334,0,0,30.0,4
YK Pathan,Mumbai Indians,Rajasthan Royals,Brabourne Stadium,2010-03-13,100.0,40,9,8,0,250.0,0,1,147.0,6
AT Rayudu,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,2.0,8,0,0,1,25.0,0,0,0.0,0
Harbhajan Singh,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,1.0,1,0,0,0,100.0,0,0,1.0,0
JEC Franklin,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,11.0,5,2,0,0,220.00000000000003,0,0,19.0,6
KA Pollard,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,20.0,18,2,0,1,111.11111111111111,0,0,20.0,0
R Dravid,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,43.0,32,6,0,0,134.375,0,0,51.0,2
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,58.0,49,5,1,1,118.36734693877553,1,0,71.0,0
SR Tendulkar,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,31.0,35,3,0,1,88.57142857142857,0,0,32.0,0
SR Watson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,89.0,49,9,6,0,181.6326530612245,1,0,124.0,6
TL Suman,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2011-05-20,5.0,6,1,0,1,83.33333333333334,0,0,4.0,0
A Singh,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,0.0,3,0,0,1,0.0,0,0,-2.0,0
AA Chavan,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,4.0,2,1,0,1,200.0,0,0,3.0,0
AL Menaria,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,20.0,16,2,1,1,125.0,0,0,22.0,0
AM Rahane,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,40.0,31,4,2,1,129.03225806451613,0,0,46.0,0
AT Rayudu,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,47.0,32,1,3,0,146.875,0,0,56.0,2
GB Hogg,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,2.0,5,0,0,1,40.0,0,0,0.0,0
Harbhajan Singh,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,18.0,6,1,2,0,300.0,0,0,29.0,6
J Botha,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
JEC Franklin,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
KA Pollard,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,64.0,33,6,4,1,193.93939393939397,1,0,90.0,6
KD Karthik,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,0.0,1,0,0,1,0.0,0,0,-2.0,0
KK Cooper,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,14.0,6,0,2,1,233.33333333333331,0,0,22.0,6
OA Shah,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,76.0,43,5,5,1,176.74418604651163,1,0,103.0,6
R Dravid,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,3.0,5,0,0,1,60.0,0,0,1.0,0
RE Levi,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,29.0,22,4,1,1,131.8181818181818,0,0,35.0,2
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,21.0,13,2,1,1,161.53846153846155,0,0,27.0,4
SK Trivedi,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,5.0,6,0,0,0,83.33333333333334,0,0,5.0,0
SP Goswami,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,0.0,1,0,0,1,0.0,0,0,-2.0,0
TL Suman,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,10.0,10,0,1,1,100.0,0,0,10.0,0
AM Rahane,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,4.0,8,0,0,1,50.0,0,0,2.0,0
AP Tare,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,59.0,37,8,1,1,159.45945945945945,1,0,79.0,4
AT Rayudu,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,7.0,7,0,0,1,100.0,0,0,5.0,0
BJ Hodge,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,39.0,28,7,0,1,139.28571428571428,0,0,46.0,2
DH Yagnik,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,10.0,14,1,0,1,71.42857142857143,0,0,9.0,0
GJ Maxwell,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,23.0,17,0,3,1,135.29411764705884,0,0,29.0,2
Harbhajan Singh,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,15.0,7,1,1,0,214.28571428571428,0,0,24.0,6
JP Faulkner,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,12.0,13,2,0,1,92.3076923076923,0,0,12.0,0
KA Pollard,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,17.0,16,1,1,1,106.25,0,0,18.0,0
KD Karthik,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,21.0,23,3,0,1,91.30434782608695,0,0,22.0,0
KK Cooper,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,7.0,4,0,1,0,175.0,0,0,9.0,0
MG Johnson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,2.0,7,0,0,1,28.57142857142857,0,0,0.0,0
R Dravid,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,4.0,6,1,0,1,66.66666666666666,0,0,3.0,0
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,14.0,9,2,0,1,155.55555555555557,0,0,18.0,4
SL Malinga,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,1.0,1,0,0,0,100.0,0,0,1.0,0
SR Watson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,19.0,17,0,2,1,111.76470588235294,0,0,21.0,0
STR Binny,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,37.0,30,3,1,0,123.33333333333334,0,0,42.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2013-05-15,4.0,4,1,0,1,100.0,0,0,3.0,0
AM Rahane,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,21.0,19,3,0,1,110.5263157894737,0,0,22.0,0
AP Tare,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,35.0,27,3,2,1,129.62962962962962,0,0,40.0,0
AT Rayudu,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,17.0,12,1,1,1,141.66666666666669,0,0,20.0,2
BJ Hodge,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,19.0,21,2,0,0,90.47619047619048,0,0,21.0,0
DH Yagnik,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,31.0,18,5,0,0,172.22222222222223,0,0,42.0,6
DR Smith,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,62.0,47,6,2,1,131.91489361702128,1,0,80.0,2
Harbhajan Singh,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,6.0,4,1,0,0,150.0,0,0,7.0,0
KA Pollard,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,11.0,6,0,1,1,183.3333333333333,0,0,17.0,6
KD Karthik,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,22.0,17,3,0,1,129.41176470588235,0,0,23.0,0
KK Cooper,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,4.0,2,1,0,1,200.0,0,0,3.0,0
R Dhawan,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,4.0,2,1,0,0,200.0,0,0,5.0,0
R Dravid,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,43.0,37,7,0,1,116.2162162162162,0,0,48.0,0
RG Sharma,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,2.0,8,0,0,1,25.0,0,0,0.0,0
SR Watson,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,6.0,8,1,0,1,75.0,0,0,5.0,0
STR Binny,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,27.0,18,3,1,1,150.0,0,0,34.0,4
SV Samson,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,0.0,2,0,0,1,0.0,0,0,-2.0,0
AP Tare,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,6.0,1,0,1,0,600.0,0,0,8.0,0
AT Rayudu,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,30.0,11,5,1,0,272.7272727272727,0,0,43.0,6
BJ Hodge,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,29.0,16,2,1,0,181.25,0,0,39.0,6
CJ Anderson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,95.0,46,9,6,0,206.52173913043475,1,0,130.0,6
JP Faulkner,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,23.0,14,0,3,1,164.28571428571428,0,0,31.0,4
KA Pollard,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,7.0,3,0,1,1,233.33333333333331,0,0,7.0,0
KK Nair,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,50.0,27,7,2,1,185.1851851851852,1,0,73.0,6
LMP Simmons,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,12.0,8,3,0,1,150.0,0,0,17.0,4
MEK Hussey,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,22.0,12,1,2,1,183.3333333333333,0,0,31.0,6
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,16.0,11,1,1,1,145.45454545454547,0,0,19.0,2
SR Watson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,8.0,18,1,0,1,44.44444444444444,0,0,7.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2014-05-25,74.0,48,7,3,1,154.16666666666669,1,0,97.0,4
AM Rahane,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,16.0,14,2,0,1,114.28571428571428,0,0,16.0,0
AT Rayudu,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,53.0,27,4,3,0,196.2962962962963,1,0,77.0,6
DJ Hooda,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,1.0,2,0,0,1,50.0,0,0,-1.0,0
J Theron,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,1.0,1,0,0,0,100.0,0,0,1.0,0
KA Pollard,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,24.0,15,2,1,1,160.0,0,0,30.0,4
KK Nair,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,7.0,6,1,0,1,116.66666666666669,0,0,6.0,0
LMP Simmons,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,38.0,33,4,1,1,115.15151515151516,0,0,42.0,0
PA Patel,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,23.0,14,5,0,1,164.28571428571428,0,0,30.0,4
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,27.0,22,2,1,1,122.72727272727272,0,0,29.0,0
SPD Smith,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,23.0,22,2,0,1,104.54545454545456,0,0,23.0,0
SR Watson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,28.0,25,2,2,1,112.0,0,0,32.0,0
STR Binny,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,9.0,6,1,0,0,150.0,0,0,10.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,76.0,47,7,3,1,161.70212765957444,1,0,99.0,4
TG Southee,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,6.0,5,0,0,0,120.0,0,0,6.0,0
UBT Chand,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2015-05-01,13.0,14,1,0,1,92.85714285714286,0,0,12.0,0
AM Rahane,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,14.0,17,1,0,1,82.35294117647058,0,0,13.0,0
BA Stokes,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,40.0,29,3,1,1,137.93103448275863,0,0,45.0,2
E Lewis,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,0.0,1,0,0,1,0.0,0,0,-2.0,0
H Klaasen,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,0.0,1,0,0,1,0.0,0,0,-2.0,0
HH Pandya,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,4.0,2,1,0,1,200.0,0,0,3.0,0
Ishan Kishan,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,58.0,42,4,3,1,138.0952380952381,1,0,76.0,2
JC Archer,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,8.0,9,1,0,1,88.88888888888889,0,0,7.0,0
JC Buttler,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,6.0,8,0,0,1,75.0,0,0,4.0,0
K Gowtham,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,33.0,11,4,2,0,300.0,0,0,47.0,6
KA Pollard,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,21.0,20,1,1,0,105.0,0,0,24.0,0
KH Pandya,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,7.0,6,1,0,1,116.66666666666669,0,0,6.0,0
M Markande,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,0.0,1,0,0,0,0.0,0,0,0.0,0
MJ McClenaghan,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,0.0,1,0,0,1,0.0,0,0,-2.0,0
RA Tripathi,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,9.0,9,1,0,1,100.0,0,0,8.0,0
RG Sharma,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,0.0,1,0,0,1,0.0,0,0,-2.0,0
SA Yadav,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,72.0,50,6,3,1,144.0,1,0,92.0,2
SV Samson,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2018-04-22,52.0,40,4,0,1,130.0,1,0,64.0,2
AM Rahane,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,37.0,37,4,0,1,100.0,0,0,39.0,0
BCJ Cutting,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,10.0,7,0,1,0,142.85714285714286,0,0,14.0,2
DJM Short,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,4.0,6,1,0,1,66.66666666666666,0,0,3.0,0
E Lewis,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,60.0,45,4,4,1,133.33333333333331,1,0,80.0,2
HH Pandya,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,36.0,23,3,2,1,156.52173913043478,0,0,45.0,4
Ishan Kishan,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,12.0,11,1,0,1,109.09090909090908,0,0,11.0,0
JC Buttler,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,94.0,54,9,5,0,174.07407407407408,1,0,127.0,6
KH Pandya,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,3.0,8,0,0,1,37.5,0,0,1.0,0
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,0.0,1,0,0,1,0.0,0,0,-2.0,0
SA Yadav,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,38.0,32,7,0,1,118.75,0,0,43.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2018-05-13,26.0,15,2,2,1,173.33333333333334,0,0,36.0,6
AM Rahane,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,37.0,21,6,1,1,176.19047619047618,0,0,49.0,6
HH Pandya,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,28.0,13,1,3,0,215.3846153846154,0,0,41.0,6
Ishan Kishan,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,5.0,3,1,0,1,166.66666666666669,0,0,4.0,0
JC Buttler,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,89.0,44,8,7,1,202.27272727272728,1,0,123.0,6
K Gowtham,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,0.0,1,0,0,0,0.0,0,0,0.0,0
KA Pollard,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,6.0,12,0,0,1,50.0,0,0,4.0,0
LS Livingstone,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,1.0,2,0,0,1,50.0,0,0,-1.0,0
Q de Kock,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,81.0,53,6,4,1,152.83018867924528,1,0,105.0,4
RA Tripathi,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,1.0,2,0,0,1,50.0,0,0,-1.0,0
RG Sharma,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,47.0,32,6,1,1,146.875,0,0,55.0,2
S Gopal,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,13.0,7,2,0,0,185.7142857142857,0,0,21.0,6
SA Yadav,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,16.0,10,0,1,1,160.0,0,0,20.0,4
SPD Smith,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,12.0,15,1,0,1,80.0,0,0,11.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2019-04-13,31.0,27,2,1,1,114.8148148148148,0,0,33.0,0
AJ Turner,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,0.0,1,0,0,1,0.0,0,0,-2.0,0
AM Rahane,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,12.0,12,2,0,1,100.0,0,0,12.0,0
BA Stokes,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,0.0,2,0,0,1,0.0,0,0,-2.0,0
BCJ Cutting,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,13.0,9,1,1,0,144.44444444444443,0,0,18.0,2
HH Pandya,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,23.0,17,2,1,1,135.29411764705884,0,0,27.0,2
KA Pollard,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,10.0,7,0,1,1,142.85714285714286,0,0,12.0,2
KH Pandya,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,2.0,2,0,0,0,100.0,0,0,2.0,0
Q de Kock,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,65.0,48,6,2,1,135.41666666666669,1,0,83.0,2
R Parag,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,43.0,29,5,1,0,148.27586206896552,0,0,52.0,2
RG Sharma,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,5.0,7,1,0,1,71.42857142857143,0,0,4.0,0
SA Yadav,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,34.0,34,1,1,1,100.0,0,0,35.0,0
SPD Smith,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,59.0,48,5,1,0,122.91666666666669,1,0,74.0,0
STR Binny,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,7.0,4,1,0,0,175.0,0,0,8.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-20,35.0,19,6,1,1,184.21052631578948,0,0,47.0,6
AS Rajpoot,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,2.0,5,0,0,1,40.0,0,0,0.0,0
HH Pandya,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,30.0,20,2,1,0,150.0,0,0,38.0,4
Ishan Kishan,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,0.0,1,0,0,1,0.0,0,0,-2.0,0
JC Archer,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,24.0,11,3,1,1,218.18181818181816,0,0,33.0,6
JC Buttler,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,70.0,44,4,5,1,159.0909090909091,1,0,94.0,4
KH Pandya,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,12.0,17,0,1,1,70.58823529411765,0,0,12.0,0
MK Lomror,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,11.0,13,1,0,1,84.61538461538461,0,0,10.0,0
Q de Kock,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,23.0,16,3,1,1,143.75,0,0,28.0,2
R Tewatia,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,5.0,6,1,0,1,83.33333333333334,0,0,4.0,0
RG Sharma,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,35.0,24,2,3,1,145.83333333333331,0,0,43.0,2
S Gopal,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,1.0,2,0,0,1,50.0,0,0,-1.0,0
SA Yadav,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,79.0,49,11,2,0,161.22448979591837,1,0,106.0,4
SPD Smith,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,6.0,7,1,0,1,85.71428571428571,0,0,5.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,0.0,3,0,0,1,0.0,0,0,-2.0,0
TK Curran,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,15.0,17,1,0,1,88.23529411764706,0,0,14.0,0
YBK Jaiswal,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-06,0.0,2,0,0,1,0.0,0,0,-2.0,0
BA Stokes,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,107.0,63,14,3,0,169.84126984126985,0,1,147.0,4
HH Pandya,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,60.0,22,2,7,0,272.7272727272727,1,0,90.0,6
Ishan Kishan,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,37.0,37,4,1,1,100.0,0,0,41.0,0
KA Pollard,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,6.0,4,0,1,1,150.0,0,0,6.0,0
KH Pandya,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,3.0,4,0,0,0,75.0,0,0,3.0,0
Q de Kock,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,6.0,4,0,1,1,150.0,0,0,6.0,0
RV Uthappa,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,13.0,11,2,0,1,118.1818181818182,0,0,13.0,0
SA Yadav,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,40.0,29,4,1,1,137.93103448275863,0,0,46.0,2
SPD Smith,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,11.0,8,1,1,1,137.5,0,0,14.0,2
SS Tiwary,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,34.0,25,4,1,1,136.0,0,0,40.0,2
SV Samson,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,2020-10-25,54.0,35,4,3,0,154.2857142857143,1,0,76.0,4
Akash Madhwal,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,4.0,5,0,0,0,80.0,0,0,4.0,0
D Brevis,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,0.0,1,0,0,1,0.0,0,0,-2.0,0
G Coetzee,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,4.0,9,0,0,1,44.44444444444444,0,0,2.0,0
HH Pandya,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,34.0,21,6,0,1,161.9047619047619,0,0,42.0,4
Ishan Kishan,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,16.0,15,2,1,1,106.66666666666669,0,0,18.0,0
JC Buttler,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,13.0,19,2,0,1,68.42105263157895,0,0,11.0,-2
JJ Bumrah,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,8.0,9,1,0,0,88.88888888888889,0,0,9.0,0
Naman Dhir,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,0.0,1,0,0,1,0.0,0,0,-2.0,0
PP Chawla,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,3.0,6,0,0,1,50.0,0,0,1.0,0
R Ashwin,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,16.0,16,1,0,1,100.0,0,0,15.0,0
R Parag,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,54.0,40,5,3,0,135.0,1,0,75.0,2
RG Sharma,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,0.0,1,0,0,1,0.0,0,0,-2.0,0
SB Dubey,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,8.0,6,1,0,0,133.33333333333331,0,0,9.0,0
SV Samson,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,12.0,12,3,0,1,100.0,0,0,13.0,0
TH David,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",2024-04-01,17.0,26,1,0,1,65.38461538461539,0,0,14.0,-2
